DOC_ID,CANONICAL,CONTEXT,FORMATTED,VERBATIM,CONTAINING_ELEMENT,PATH_TO_ELEMENT
NDAR_V03_1856,Virginia Gazette,"PURDIE'S VIRGINIA GAZETTE , FRIDAY, FEBRUARY 9, 1776 William",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/doc[1856]/title/pub
NDAR_V03_1857,Virginia Gazette,"DIXON AND HUNTER'S VIRGINIA GAZETTE , SATURDAY, FEBRUARY 10, 1776 Will",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/doc[1857]/title/pub
NDAR_V03_1884,Boston Gazette,"BOSTON GAZETTE , MONDAY, FEBRUARY 12, 1776 Watert",Boston Gazette,BOSTON GAZETTE,title,/TaggedPDF-doc/doc[1884]/title/pub
NDAR_V03_1891,New York Gazette,"NEW-YORK GAZETTE , MONDAY, FEBRUARY 12, 1776 New Yo",New York Gazette,NEW-YORK GAZETTE,title,/TaggedPDF-doc/doc[1891]/title/pub
NDAR_V03_1898,Pennsylvania Packet,"PENNSYLVANIA PACKET , MONDAY, FEBRUARY 12, 1776 [Phila",Pennsylvania Packet,PENNSYLVANIA PACKET,title,/TaggedPDF-doc/doc[1898]/title/pub
NDAR_V03_1975,Virginia Gazette,"DIXON AND HUNTER'S VIRGINIA GAZETTE , SATURDAY, APRIL 6, 1776 Savannah",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/doc[1975]/title/pub
NDAR_V03_1988,New York Journal,"NEW-YORK JOURNAL , THURSDAY, FEBRUARY 15, 1776 New-",New York Journal,NEW-YORK JOURNAL,title,/TaggedPDF-doc/doc[1988]/title/pub
NDAR_V03_1993,Pennsylvania Evening Post,"PENNSYLVANIA EVENING POST , THURSDAY, FEBRUARY 15, 1776 Phil",Pennsylvania Evening Post,PENNSYLVANIA EVENING POST,title,/TaggedPDF-doc/doc[1993]/title/pub
NDAR_V03_2015,Connecticut Gazette,"CONNECTICUT GAZETTE , FRIDAY, FEBRUARY 16, 1776 New-Lo",Connecticut Gazette,CONNECTICUT GAZETTE,title,/TaggedPDF-doc/doc[2015]/title/pub
NDAR_V03_2023,Virginia Gazette,"PURDIE'S VIRGINIA GAZETTE , FRIDAY, FEBRUARY 16, 1776 Willia",Virginia Gazette,VIRGINIA GAZETTE,title,/TaggedPDF-doc/doc[2023]/title/pub
NDAR_V03_2031,South Carolina and American General Gazette,"SOUTH-CAROLINA AND AMERICAN GENERAL GAZETTE , FRIDAY, FEBRUARY 9 TO FRIDAY, FEBRUARY",South Carolina and American General Gazette,SOUTH-CAROLINA AND AMERICAN GENERAL GAZETTE,title,/TaggedPDF-doc/doc[2031]/title/pub
NDAR_V03_2042,Providence Gazette,"PROVIDENCE GAZETTE , SATURDAY, FEBRUARY 17, 1776 Prov",Providence Gazette,PROVIDENCE GAZETTE,title,/TaggedPDF-doc/doc[2042]/title/pub
NDAR_V03_2050,Pennsylvania Evening Post,"PENNSYLVANIA EVENING POST , SATURDAY, FEBRUARY 17, 1776 Phil",Pennsylvania Evening Post,PENNSYLVANIA EVENING POST,title,/TaggedPDF-doc/doc[2050]/title/pub
